Age,Gender,City,Occupation,Monthly_Income,Orders_Per_Week,Apps_Used,Delivery_Speed_Importance,Food_Quality_Importance,Willingness_Wait_Extra,Multi_Restaurant_Order,Diet_Preferences,Open_Personalized_Suggestions,Important_Features,Group_Order_Frequency,Spend_Per_Order,Max_Premium_Pay,Promotion_Motivation,Stopped_Using_App,Reason_Stopped,EcoFriendly_Packaging_Importance,Trust_AI_Recommendations,Comfortable_Sharing_Data,Emotional_Connection_App,Willingness_Try_App
24,Male,Pune,Retired,20000-50000,1-2,"Zomato, Swiggy, Others",3,4,3,Yes,Vegetarian,Yes,"Sustainability, Combo offers, Fresh food",Often,250-500,601-800,Free delivery,No,NA,4,No,No,4,3
35,Female,Chennai,Currently Unemployed,50001-80000,1-2,"Swiggy, Uber Eats, Zomato",5,4,5,Yes,Vegetarian,Yes,"Sustainability, Discounts, Fresh food",Sometimes,<250,601-800,Free delivery,Yes,Poor Customer Service,4,Yes,Yes,3,1
33,Female,Bangalore,Homemaker,20000-50000,3-5,"Talabat, Swiggy",5,4,3,Yes,No preference,Yes,"Fast delivery, Discounts, Sustainability",Sometimes,>1200,801-1000,Cashback,No,NA,3,Yes,No,3,4
33,Male,Bangalore,Currently Unemployed,20000-50000,1-2,"Swiggy, Others",4,2,3,No,Vegetarian,Yes,"Combo offers, Sustainability, Fast delivery",Sometimes,250-500,<400,Cashback,Yes,High Cost,5,Maybe,Yes,3,4
25,Male,Delhi,Homemaker,<20000,3-5,"Swiggy, Uber Eats",4,4,4,Yes,No preference,Yes,"Discounts, Combo offers, Ethical sourcing",Rarely,501-800,<400,Cashback,Yes,Delayed Delivery,5,Yes,Yes,3,3
37,Male,Kolkata,Student,20000-50000,3-5,"Uber Eats, Deliveroo, Swiggy",4,5,3,Yes,Vegetarian,Yes,"Ethical sourcing, Discounts, Fast delivery",Rarely,250-500,400-600,Cashback,No,NA,4,Maybe,Yes,3,4
22,Female,Hyderabad,Employed - Part Time,80001-120000,3-5,"Swiggy, Zomato",5,1,2,Yes,Gluten-free,Yes,"Combo offers, Discounts, Sustainability",Sometimes,501-800,400-600,Loyalty points,No,NA,3,Yes,No,5,5
32,Male,Kolkata,Retired,20000-50000,<1,Others,5,4,4,Yes,No preference,Yes,"Discounts, Fresh food, Ethical sourcing",Rarely,250-500,<400,Free delivery,Yes,Poor Food Quality,5,Yes,No,4,3
40,Female,Mumbai,Retired,>120000,3-5,Deliveroo,3,5,4,Yes,No preference,Yes,"Fresh food, Discounts, Combo offers",Rarely,501-800,400-600,Loyalty points,Yes,Limited Food Choices,4,Yes,Yes,3,3
25,Male,Hyderabad,Employed - Full Time,20000-50000,<1,"Uber Eats, Zomato, Talabat",3,5,1,Yes,No preference,Yes,"Fast delivery, Fresh food, Ethical sourcing",Rarely,250-500,400-600,Combo deals,Yes,Other,3,Maybe,Yes,3,4
27,Male,Hyderabad,Employed - Full Time,50001-80000,<1,"Uber Eats, Talabat",4,5,4,No,No preference,Yes,"Ethical sourcing, Discounts, Fast delivery",Rarely,250-500,601-800,Combo deals,Yes,Other,4,Maybe,Yes,3,4
30,Prefer not to say,Pune,Employed - Part Time,20000-50000,1-2,"Deliveroo, Zomato",4,4,3,Yes,Vegetarian,No,"Sustainability, Fresh food, Combo offers",Rarely,501-800,400-600,Combo deals,No,NA,5,Yes,Yes,4,1
27,Other,Delhi,Employed - Full Time,20000-50000,1-2,"Others, Talabat, Zomato",4,5,3,No,No preference,Yes,"Ethical sourcing, Fast delivery, Combo offers",Rarely,501-800,400-600,Combo deals,Yes,High Cost,5,Yes,No,3,4
22,Male,Kolkata,Retired,20000-50000,<1,Swiggy,4,3,3,Yes,No preference,No,"Ethical sourcing, Fresh food, Fast delivery",Rarely,501-800,601-800,Combo deals,No,NA,4,Yes,Yes,4,5
30,Female,Kolkata,Currently Unemployed,20000-50000,<1,"Uber Eats, Others",5,5,3,Yes,Vegan,Yes,"Combo offers, Fresh food, Discounts",Rarely,801-1200,>1000,Free delivery,No,NA,3,Maybe,No,3,3
24,Female,Delhi,Student,50001-80000,<1,"Uber Eats, Others, Deliveroo",2,3,4,Yes,Keto,Yes,"Combo offers, Discounts, Sustainability",Sometimes,250-500,<400,Loyalty points,No,NA,4,Yes,No,3,4
32,Female,Kolkata,Student,>120000,3-5,Uber Eats,3,5,3,Yes,No preference,Yes,"Sustainability, Discounts, Fast delivery",Rarely,801-1200,400-600,Combo deals,No,NA,5,Yes,Yes,4,1
25,Male,Delhi,Employed - Part Time,50001-80000,<1,"Uber Eats, Others, Zomato",3,4,4,Yes,Keto,Yes,"Ethical sourcing, Fast delivery, Discounts",Often,<250,801-1000,Cashback,Yes,Limited Food Choices,3,Yes,No,3,4
37,Female,Pune,Employed - Full Time,20000-50000,<1,"Swiggy, Others, Zomato",3,5,1,No,Vegetarian,Yes,"Ethical sourcing, Fast delivery, Discounts",Often,501-800,400-600,Free delivery,Yes,Limited Food Choices,5,No,Yes,5,4
26,Female,Chennai,Currently Unemployed,<20000,1-2,"Others, Swiggy",1,5,5,Yes,No preference,Yes,"Fresh food, Ethical sourcing, Combo offers",Sometimes,250-500,601-800,Cashback,No,NA,4,Maybe,Yes,2,4
28,Female,Hyderabad,Student,<20000,1-2,Talabat,2,4,4,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Fresh food",Sometimes,250-500,400-600,Free delivery,Yes,Poor Food Quality,5,No,No,2,4
34,Male,Pune,Student,50001-80000,3-5,Uber Eats,4,3,4,Yes,Vegetarian,Yes,"Combo offers, Sustainability, Discounts",Rarely,250-500,400-600,Free delivery,No,NA,4,Yes,Yes,3,3
23,Male,Bangalore,Self-employed,50001-80000,<1,Swiggy,5,5,3,Yes,No preference,Yes,"Combo offers, Fast delivery, Discounts",Rarely,250-500,601-800,Cashback,Yes,Other,4,Yes,Yes,4,5
31,Male,Mumbai,Self-employed,80001-120000,1-2,"Swiggy, Zomato, Talabat",4,5,3,No,Vegetarian,Yes,"Sustainability, Discounts, Ethical sourcing",Often,<250,601-800,Cashback,Yes,High Cost,5,Yes,No,4,4
36,Female,Chennai,Retired,<20000,1-2,Talabat,4,5,2,Yes,No preference,Yes,"Ethical sourcing, Sustainability, Discounts",Rarely,250-500,400-600,Combo deals,Yes,Delayed Delivery,5,Yes,Yes,2,3
21,Male,Bangalore,Student,50001-80000,3-5,Others,3,3,5,Yes,Vegetarian,Yes,"Combo offers, Sustainability, Discounts",Often,<250,<400,Cashback,Yes,Poor Food Quality,3,Maybe,Yes,2,5
30,Female,Hyderabad,Employed - Part Time,20000-50000,1-2,"Uber Eats, Deliveroo, Talabat",4,4,3,Yes,Vegetarian,No,"Fresh food, Ethical sourcing, Fast delivery",Sometimes,250-500,>1000,Loyalty points,No,NA,4,Yes,No,3,1
31,Other,Kolkata,Homemaker,50001-80000,3-5,"Talabat, Uber Eats, Swiggy",4,5,4,Yes,Vegetarian,Yes,"Discounts, Fresh food, Fast delivery",Rarely,<250,400-600,Free delivery,Yes,Other,3,Yes,Yes,2,4
33,Male,Delhi,Homemaker,50001-80000,<1,"Talabat, Uber Eats",4,5,4,Yes,Other,Yes,"Fresh food, Fast delivery, Discounts",Sometimes,<250,400-600,Free delivery,No,NA,3,No,No,3,4
23,Female,Hyderabad,Currently Unemployed,50001-80000,1-2,"Talabat, Swiggy, Deliveroo",3,5,3,Yes,Keto,Yes,"Fast delivery, Discounts, Fresh food",Sometimes,<250,801-1000,Combo deals,No,NA,5,Maybe,Yes,3,4
23,Male,Pune,Student,50001-80000,1-2,Swiggy,2,5,4,Yes,Vegetarian,No,"Combo offers, Fast delivery, Sustainability",Rarely,250-500,400-600,Free delivery,No,NA,3,No,Yes,3,3
32,Female,Mumbai,Student,<20000,3-5,"Zomato, Deliveroo, Swiggy",2,5,4,Yes,Vegan,Yes,"Fast delivery, Fresh food, Discounts",Rarely,501-800,601-800,Cashback,No,NA,5,Maybe,No,2,3
31,Male,Pune,Retired,50001-80000,<1,Uber Eats,4,5,4,Yes,Vegetarian,Yes,"Fast delivery, Discounts, Sustainability",Sometimes,801-1200,>1000,Free delivery,No,NA,4,No,Yes,2,1
31,Female,Chennai,Student,<20000,<1,Others,5,4,3,No,Keto,Yes,"Ethical sourcing, Discounts, Fast delivery",Sometimes,<250,400-600,Free delivery,Yes,Poor Food Quality,5,Maybe,No,3,4
31,Female,Chennai,Employed - Part Time,50001-80000,1-2,"Swiggy, Deliveroo, Uber Eats",5,4,3,Yes,Vegan,Yes,"Fast delivery, Sustainability, Discounts",Rarely,501-800,400-600,Cashback,No,NA,3,No,No,1,4
26,Female,Mumbai,Self-employed,20000-50000,<1,"Uber Eats, Zomato, Deliveroo",4,5,2,No,Gluten-free,Yes,"Ethical sourcing, Discounts, Fresh food",Rarely,501-800,801-1000,Cashback,Yes,Poor Customer Service,2,Yes,No,3,4
31,Female,Bangalore,Student,50001-80000,<1,Talabat,4,4,4,No,Keto,Yes,"Ethical sourcing, Fast delivery, Combo offers",Often,250-500,<400,Free delivery,No,NA,2,Yes,Yes,4,5
31,Female,Bangalore,Student,80001-120000,>5,"Uber Eats, Talabat, Swiggy",5,4,4,Yes,No preference,No,"Fresh food, Ethical sourcing, Combo offers",Sometimes,501-800,<400,Loyalty points,No,NA,5,Maybe,Yes,2,5
26,Female,Chennai,Retired,80001-120000,1-2,"Talabat, Swiggy",3,4,3,Yes,No preference,Yes,"Sustainability, Combo offers, Fast delivery",Sometimes,250-500,801-1000,Cashback,No,NA,4,Maybe,No,2,4
39,Female,Chennai,Employed - Full Time,80001-120000,1-2,"Others, Swiggy",3,3,5,Yes,Keto,Yes,"Sustainability, Fresh food, Ethical sourcing",Often,250-500,601-800,Loyalty points,Yes,Poor Food Quality,1,Maybe,Yes,1,4
32,Female,Kolkata,Retired,50001-80000,3-5,Zomato,5,5,1,No,Vegetarian,Yes,"Fast delivery, Fresh food, Sustainability",Rarely,250-500,>1000,Loyalty points,Yes,Other,5,Maybe,Yes,4,1
24,Male,Delhi,Retired,50001-80000,1-2,"Uber Eats, Swiggy",3,5,5,Yes,No preference,Yes,"Discounts, Ethical sourcing, Combo offers",Sometimes,<250,<400,Combo deals,No,NA,5,Yes,Yes,1,5
33,Female,Kolkata,Employed - Part Time,50001-80000,<1,"Swiggy, Zomato, Others",5,4,5,Yes,No preference,Yes,"Ethical sourcing, Combo offers, Fresh food",Often,501-800,<400,Loyalty points,No,NA,5,No,Yes,5,5
25,Female,Kolkata,Currently Unemployed,80001-120000,<1,"Uber Eats, Swiggy, Deliveroo",5,4,5,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Sustainability",Sometimes,250-500,<400,Combo deals,Yes,Poor Food Quality,3,Maybe,Yes,3,1
33,Female,Bangalore,Student,20000-50000,1-2,"Swiggy, Zomato",4,5,4,No,No preference,Yes,"Ethical sourcing, Fresh food, Combo offers",Rarely,250-500,601-800,Loyalty points,No,NA,4,Maybe,No,3,4
35,Male,Mumbai,Retired,>120000,1-2,"Swiggy, Others, Zomato",5,2,3,Yes,Vegan,Yes,"Fresh food, Sustainability, Fast delivery",Rarely,250-500,400-600,Combo deals,No,NA,5,Yes,Yes,1,5
25,Female,Bangalore,Retired,80001-120000,1-2,Uber Eats,4,5,2,Yes,Vegan,Yes,"Ethical sourcing, Sustainability, Discounts",Sometimes,501-800,400-600,Cashback,No,NA,4,Yes,Yes,3,3
34,Male,Delhi,Employed - Full Time,50001-80000,<1,"Zomato, Uber Eats, Others",4,5,4,Yes,Vegetarian,Yes,"Discounts, Fresh food, Fast delivery",Rarely,501-800,<400,Free delivery,No,NA,3,Yes,No,3,4
32,Female,Pune,Retired,20000-50000,1-2,"Swiggy, Deliveroo, Zomato",3,4,3,Yes,No preference,Yes,"Ethical sourcing, Fast delivery, Discounts",Often,501-800,400-600,Free delivery,Yes,Other,3,Yes,Yes,3,3
34,Male,Chennai,Homemaker,<20000,3-5,"Uber Eats, Talabat, Deliveroo",2,5,2,Yes,Gluten-free,Yes,"Ethical sourcing, Sustainability, Fast delivery",Rarely,250-500,400-600,Combo deals,No,NA,5,Yes,No,3,4
39,Female,Chennai,Currently Unemployed,80001-120000,3-5,"Others, Swiggy",3,5,4,No,No preference,No,"Ethical sourcing, Combo offers, Discounts",Rarely,250-500,<400,Cashback,No,NA,3,No,Yes,3,1
28,Prefer not to say,Delhi,Student,20000-50000,3-5,Uber Eats,4,4,3,No,Vegetarian,Yes,"Sustainability, Fresh food, Ethical sourcing",Rarely,250-500,801-1000,Combo deals,Yes,Delayed Delivery,5,Yes,No,3,3
26,Male,Kolkata,Student,80001-120000,3-5,"Others, Talabat",2,5,5,No,Keto,Yes,"Fresh food, Fast delivery, Combo offers",Sometimes,<250,<400,Combo deals,No,NA,4,Maybe,Yes,3,3
25,Other,Mumbai,Employed - Full Time,20000-50000,1-2,Deliveroo,1,4,4,Yes,Vegetarian,No,"Combo offers, Discounts, Ethical sourcing",Often,250-500,601-800,Cashback,Yes,Delayed Delivery,5,Maybe,No,3,5
25,Male,Chennai,Employed - Part Time,20000-50000,3-5,Talabat,2,4,4,Yes,No preference,Yes,"Sustainability, Fresh food, Ethical sourcing",Sometimes,250-500,801-1000,Loyalty points,No,NA,5,Maybe,Yes,4,4
29,Female,Hyderabad,Student,80001-120000,<1,Swiggy,4,5,4,Yes,Vegan,No,"Fresh food, Fast delivery, Sustainability",Often,250-500,400-600,Loyalty points,Yes,Poor Customer Service,4,Maybe,Yes,2,4
31,Female,Kolkata,Homemaker,50001-80000,1-2,"Talabat, Zomato",5,5,5,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Combo offers",Rarely,801-1200,<400,Cashback,No,NA,4,No,Yes,3,4
31,Female,Chennai,Student,50001-80000,1-2,Swiggy,5,5,4,Yes,Vegetarian,Yes,"Fast delivery, Discounts, Sustainability",Rarely,501-800,400-600,Combo deals,No,NA,5,Maybe,No,3,2
34,Female,Hyderabad,Homemaker,50001-80000,<1,"Uber Eats, Others",4,3,4,Yes,No preference,Yes,"Discounts, Combo offers, Fast delivery",Often,<250,801-1000,Free delivery,No,NA,3,Yes,Yes,1,5
30,Female,Delhi,Currently Unemployed,20000-50000,3-5,"Zomato, Deliveroo, Swiggy",5,3,3,Yes,Keto,No,"Fresh food, Fast delivery, Combo offers",Often,<250,400-600,Combo deals,Yes,Poor Food Quality,5,Maybe,No,3,5
37,Male,Delhi,Currently Unemployed,50001-80000,3-5,Deliveroo,4,5,5,Yes,Keto,Yes,"Combo offers, Fresh food, Ethical sourcing",Often,<250,601-800,Loyalty points,No,NA,5,Yes,Yes,2,4
28,Male,Kolkata,Self-employed,20000-50000,1-2,"Swiggy, Deliveroo, Talabat",4,3,4,Yes,Keto,No,"Sustainability, Ethical sourcing, Combo offers",Sometimes,501-800,>1000,Cashback,No,NA,4,Maybe,Yes,1,4
43,Female,Chennai,Self-employed,80001-120000,3-5,Swiggy,4,5,3,No,Other,Yes,"Ethical sourcing, Sustainability, Combo offers",Rarely,501-800,>1000,Cashback,Yes,Poor Food Quality,4,Yes,Yes,5,4
33,Female,Bangalore,Homemaker,80001-120000,<1,"Others, Zomato, Deliveroo",2,5,1,Yes,No preference,No,"Fresh food, Fast delivery, Sustainability",Rarely,>1200,400-600,Cashback,No,NA,3,Yes,No,3,3
25,Female,Hyderabad,Employed - Part Time,20000-50000,1-2,"Swiggy, Deliveroo",5,5,4,No,No preference,Yes,"Ethical sourcing, Combo offers, Sustainability",Often,250-500,601-800,Loyalty points,No,NA,5,Yes,No,3,2
24,Female,Mumbai,Student,50001-80000,1-2,"Uber Eats, Swiggy",3,5,1,No,Vegetarian,Yes,"Sustainability, Ethical sourcing, Combo offers",Rarely,501-800,>1000,Combo deals,No,NA,2,No,No,4,4
32,Male,Chennai,Retired,50001-80000,1-2,Zomato,3,4,5,Yes,Vegetarian,No,"Sustainability, Ethical sourcing, Combo offers",Rarely,250-500,400-600,Cashback,Yes,Delayed Delivery,5,Yes,No,2,5
28,Female,Mumbai,Student,20000-50000,3-5,"Uber Eats, Deliveroo",4,4,5,Yes,No preference,No,"Combo offers, Sustainability, Ethical sourcing",Sometimes,801-1200,400-600,Free delivery,Yes,Limited Food Choices,5,No,Yes,4,3
33,Male,Chennai,Self-employed,>120000,3-5,Swiggy,3,4,2,Yes,Keto,Yes,"Combo offers, Sustainability, Fast delivery",Rarely,501-800,<400,Cashback,Yes,Limited Food Choices,2,Maybe,No,2,4
32,Female,Bangalore,Retired,<20000,3-5,"Zomato, Swiggy, Uber Eats",3,5,4,No,Vegetarian,Yes,"Fast delivery, Fresh food, Sustainability",Often,501-800,<400,Combo deals,No,NA,2,Yes,Yes,3,1
29,Male,Bangalore,Homemaker,20000-50000,1-2,"Uber Eats, Zomato",4,5,1,Yes,Keto,Yes,"Sustainability, Ethical sourcing, Discounts",Rarely,250-500,801-1000,Loyalty points,Yes,High Cost,4,No,No,4,2
25,Male,Kolkata,Retired,50001-80000,3-5,"Deliveroo, Talabat, Swiggy",1,5,4,No,No preference,Yes,"Combo offers, Fresh food, Sustainability",Sometimes,501-800,400-600,Free delivery,No,NA,5,Yes,Yes,5,4
22,Male,Kolkata,Student,50001-80000,<1,"Swiggy, Uber Eats",4,5,3,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Discounts",Sometimes,250-500,801-1000,Free delivery,Yes,Poor Food Quality,4,No,No,3,3
27,Male,Bangalore,Student,50001-80000,3-5,"Deliveroo, Zomato, Uber Eats",4,5,4,No,No preference,Yes,"Fresh food, Ethical sourcing, Fast delivery",Sometimes,<250,601-800,Cashback,Yes,Poor Food Quality,4,No,Yes,3,5
34,Female,Pune,Employed - Part Time,50001-80000,1-2,Zomato,4,4,3,No,No preference,Yes,"Fresh food, Ethical sourcing, Fast delivery",Sometimes,<250,601-800,Combo deals,No,NA,5,Yes,Yes,3,4
31,Male,Bangalore,Employed - Full Time,50001-80000,<1,Talabat,4,3,2,Yes,Keto,Yes,"Sustainability, Fast delivery, Ethical sourcing",Rarely,250-500,400-600,Cashback,No,NA,3,Maybe,Yes,2,3
23,Male,Delhi,Retired,50001-80000,1-2,Talabat,4,4,3,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Discounts",Sometimes,250-500,<400,Free delivery,Yes,High Cost,4,No,Yes,4,4
30,Male,Delhi,Self-employed,<20000,<1,"Deliveroo, Uber Eats, Others",4,5,2,Yes,Other,Yes,"Ethical sourcing, Combo offers, Sustainability",Sometimes,<250,801-1000,Cashback,No,NA,3,Maybe,Yes,2,5
31,Male,Pune,Self-employed,20000-50000,<1,Uber Eats,4,4,4,Yes,Other,Yes,"Ethical sourcing, Combo offers, Discounts",Sometimes,250-500,400-600,Combo deals,No,NA,4,Maybe,No,3,1
25,Male,Hyderabad,Employed - Full Time,20000-50000,1-2,"Talabat, Others",4,5,1,Yes,No preference,Yes,"Fresh food, Combo offers, Fast delivery",Rarely,250-500,400-600,Loyalty points,No,NA,3,Maybe,No,3,4
30,Male,Mumbai,Student,20000-50000,<1,"Uber Eats, Talabat, Others",4,5,3,No,No preference,Yes,"Sustainability, Fast delivery, Combo offers",Rarely,250-500,<400,Free delivery,No,NA,4,Yes,Yes,4,5
30,Female,Chennai,Employed - Part Time,50001-80000,<1,"Swiggy, Others, Talabat",5,5,5,Yes,Vegetarian,Yes,"Fresh food, Fast delivery, Discounts",Rarely,250-500,801-1000,Combo deals,No,NA,5,Yes,Yes,3,2
24,Female,Chennai,Employed - Part Time,20000-50000,<1,Uber Eats,3,5,4,No,No preference,Yes,"Fast delivery, Sustainability, Fresh food",Sometimes,<250,801-1000,Cashback,Yes,Limited Food Choices,4,Yes,Yes,4,5
31,Female,Pune,Self-employed,20000-50000,1-2,"Swiggy, Talabat",3,3,5,No,Vegetarian,No,"Discounts, Sustainability, Ethical sourcing",Rarely,<250,400-600,Free delivery,No,NA,5,Maybe,No,2,3
32,Male,Delhi,Employed - Part Time,20000-50000,<1,"Zomato, Talabat",5,4,5,Yes,No preference,Yes,"Combo offers, Discounts, Fast delivery",Often,<250,400-600,Cashback,No,NA,2,Yes,Yes,2,3
35,Male,Kolkata,Currently Unemployed,80001-120000,1-2,"Deliveroo, Zomato",3,5,2,No,No preference,No,"Sustainability, Combo offers, Ethical sourcing",Sometimes,501-800,601-800,Cashback,No,NA,4,Maybe,Yes,3,4
35,Female,Chennai,Employed - Full Time,80001-120000,<1,"Talabat, Others",2,4,2,Yes,No preference,Yes,"Sustainability, Combo offers, Discounts",Sometimes,250-500,400-600,Loyalty points,Yes,Delayed Delivery,2,Yes,Yes,3,3
23,Female,Delhi,Student,50001-80000,3-5,"Zomato, Uber Eats",4,4,4,No,No preference,No,"Combo offers, Sustainability, Discounts",Often,501-800,<400,Cashback,No,NA,4,Yes,Yes,3,4
25,Male,Hyderabad,Currently Unemployed,80001-120000,3-5,"Uber Eats, Zomato, Talabat",2,5,5,Yes,No preference,Yes,"Discounts, Combo offers, Sustainability",Rarely,250-500,601-800,Cashback,No,NA,3,Yes,Yes,4,4
32,Male,Mumbai,Employed - Full Time,50001-80000,1-2,"Zomato, Uber Eats, Deliveroo",3,4,5,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Fast delivery",Often,>1200,<400,Combo deals,Yes,Poor Customer Service,3,No,Yes,2,2
32,Male,Hyderabad,Homemaker,50001-80000,3-5,"Others, Uber Eats, Swiggy",5,5,1,Yes,No preference,Yes,"Combo offers, Fast delivery, Fresh food",Sometimes,250-500,400-600,Cashback,Yes,Other,2,Maybe,Yes,3,5
32,Male,Pune,Retired,<20000,3-5,"Zomato, Others, Talabat",4,5,3,Yes,Vegan,Yes,"Ethical sourcing, Fresh food, Fast delivery",Often,<250,400-600,Loyalty points,No,NA,3,Yes,Yes,2,4
49,Male,Bangalore,Self-employed,50001-80000,>5,Uber Eats,3,3,2,Yes,Gluten-free,Yes,"Fresh food, Ethical sourcing, Sustainability",Often,<250,400-600,Cashback,Yes,Poor Customer Service,4,No,Yes,2,4
32,Female,Bangalore,Employed - Part Time,50001-80000,1-2,"Deliveroo, Uber Eats",5,4,4,Yes,Vegetarian,Yes,"Ethical sourcing, Fast delivery, Discounts",Rarely,250-500,<400,Cashback,No,NA,4,Yes,Yes,1,4
35,Female,Bangalore,Homemaker,50001-80000,<1,"Zomato, Swiggy, Others",5,4,4,Yes,Keto,Yes,"Fresh food, Fast delivery, Discounts",Rarely,501-800,400-600,Cashback,Yes,Poor Customer Service,2,No,Yes,4,2
34,Female,Hyderabad,Employed - Part Time,50001-80000,1-2,Others,3,5,2,No,No preference,Yes,"Fast delivery, Combo offers, Ethical sourcing",Sometimes,<250,400-600,Free delivery,Yes,Poor Food Quality,5,Yes,Yes,3,4
33,Female,Chennai,Currently Unemployed,50001-80000,1-2,Zomato,3,3,3,Yes,Other,Yes,"Fresh food, Sustainability, Discounts",Sometimes,250-500,400-600,Loyalty points,Yes,Poor Food Quality,4,Yes,Yes,2,5
28,Female,Mumbai,Student,50001-80000,1-2,"Swiggy, Uber Eats, Zomato",5,5,4,Yes,Vegetarian,No,"Fresh food, Discounts, Combo offers",Rarely,801-1200,601-800,Free delivery,Yes,Delayed Delivery,4,No,No,3,2
33,Female,Bangalore,Student,80001-120000,1-2,"Others, Zomato, Swiggy",4,4,4,Yes,Gluten-free,Yes,"Combo offers, Ethical sourcing, Sustainability",Rarely,250-500,>1000,Loyalty points,Yes,Poor Customer Service,5,No,Yes,3,4
26,Female,Pune,Student,20000-50000,3-5,Zomato,4,3,1,No,Gluten-free,Yes,"Fresh food, Discounts, Fast delivery",Rarely,<250,<400,Loyalty points,No,NA,3,Yes,No,4,4
28,Male,Pune,Employed - Part Time,50001-80000,>5,"Zomato, Deliveroo",5,4,5,No,Other,Yes,"Combo offers, Ethical sourcing, Sustainability",Sometimes,<250,801-1000,Combo deals,No,NA,3,Yes,Yes,3,3
27,Male,Bangalore,Homemaker,20000-50000,<1,"Swiggy, Zomato",4,4,4,Yes,Keto,No,"Fast delivery, Ethical sourcing, Discounts",Often,<250,400-600,Free delivery,Yes,Delayed Delivery,4,No,Yes,1,5
30,Male,Bangalore,Student,50001-80000,<1,"Swiggy, Uber Eats, Talabat",3,4,4,Yes,No preference,Yes,"Discounts, Fast delivery, Combo offers",Sometimes,801-1200,400-600,Loyalty points,No,NA,5,Maybe,Yes,5,2
41,Female,Mumbai,Homemaker,50001-80000,<1,"Deliveroo, Uber Eats, Talabat",4,5,4,Yes,No preference,Yes,"Discounts, Combo offers, Fresh food",Sometimes,501-800,400-600,Loyalty points,No,NA,4,Maybe,Yes,1,3
20,Female,Bangalore,Employed - Part Time,<20000,3-5,Uber Eats,3,5,2,Yes,Vegetarian,Yes,"Fast delivery, Ethical sourcing, Sustainability",Rarely,501-800,400-600,Combo deals,No,NA,5,Maybe,Yes,4,1
33,Male,Mumbai,Currently Unemployed,50001-80000,1-2,Talabat,4,3,2,No,No preference,Yes,"Discounts, Sustainability, Fresh food",Rarely,801-1200,601-800,Free delivery,No,NA,5,Maybe,No,3,4
21,Female,Pune,Homemaker,20000-50000,1-2,Zomato,4,3,4,Yes,No preference,Yes,"Fast delivery, Ethical sourcing, Fresh food",Sometimes,250-500,400-600,Cashback,No,NA,4,Yes,No,2,3
27,Male,Bangalore,Currently Unemployed,50001-80000,1-2,"Talabat, Zomato, Deliveroo",2,5,2,No,No preference,Yes,"Fast delivery, Fresh food, Combo offers",Often,250-500,400-600,Combo deals,No,NA,4,Yes,Yes,4,5
35,Female,Hyderabad,Employed - Part Time,20000-50000,1-2,"Uber Eats, Deliveroo, Talabat",4,5,4,Yes,Vegetarian,No,"Fresh food, Combo offers, Ethical sourcing",Rarely,250-500,801-1000,Loyalty points,No,NA,4,Yes,Yes,2,4
30,Male,Kolkata,Employed - Part Time,50001-80000,1-2,"Zomato, Uber Eats, Others",3,4,4,No,Keto,Yes,"Sustainability, Ethical sourcing, Fast delivery",Sometimes,501-800,<400,Free delivery,Yes,Poor Customer Service,4,Yes,Yes,4,2
24,Male,Hyderabad,Self-employed,<20000,1-2,"Talabat, Deliveroo, Swiggy",3,5,4,Yes,No preference,Yes,"Ethical sourcing, Fresh food, Sustainability",Often,801-1200,<400,Loyalty points,No,NA,4,No,Yes,2,4
26,Female,Pune,Employed - Part Time,50001-80000,3-5,"Others, Swiggy, Uber Eats",4,4,3,No,Vegetarian,Yes,"Discounts, Ethical sourcing, Fresh food",Often,250-500,<400,Combo deals,Yes,Delayed Delivery,5,Maybe,No,3,4
33,Male,Mumbai,Employed - Part Time,20000-50000,>5,Others,3,5,3,No,No preference,Yes,"Discounts, Ethical sourcing, Combo offers",Rarely,250-500,<400,Combo deals,Yes,Other,4,Yes,Yes,3,3
26,Male,Hyderabad,Employed - Full Time,80001-120000,3-5,"Swiggy, Uber Eats, Talabat",4,4,4,No,Vegetarian,Yes,"Fast delivery, Ethical sourcing, Discounts",Rarely,801-1200,400-600,Free delivery,No,NA,2,No,No,1,1
